"user","treatment","num_applications","num_hires","prior_spend","prior_openings"
27732,"0",20,0,0,1
27733,"0",0,0,0,1
27734,"1",0,0,0,1
27735,"0",2,0,0,1
27736,"0",2,0,0,1
27737,"1",8,0,0,1
27738,"0",2,0,0,1
27739,"0",20,0,0,1
27740,"1",8,0,0,2
27741,"0",39,0,6.34581178403754,16
27742,"1",5,1,0,1
27743,"1",1,0,0,14
27744,"0",8,0,0,1
27745,"1",0,0,0,1
27746,"0",10,1,0,1
27747,"1",2,1,3.07869379426834,4
27748,"1",1,1,0,1
27749,"0",14,0,0,3
27750,"0",49,1,2.99872778253379,3
27751,"0",10,0,0,1
27752,"1",19,0,0,1
27753,"1",22,1,7.9685860849744,3
27754,"0",6,0,0,1
27755,"1",14,0,0,1
27756,"0",15,3,0,1
27757,"1",0,0,0,2
27758,"0",13,1,8.72922078880258,9
27759,"1",35,0,0,1
27760,"1",0,0,0,1
27761,"1",6,0,8.99049637115326,36
27762,"1",46,0,0,1
27763,"0",0,0,0,1
27764,"0",7,0,0,1
27765,"0",37,0,0,1
27766,"1",0,0,0,1
27767,"0",5,1,0,7
27768,"1",1,1,3.54645146098166,2
27769,"0",23,0,0,1
27770,"0",13,0,0,1
27771,"1",14,1,0,4
27772,"0",0,0,0,1
27773,"1",99,0,0,1
27774,"1",10,1,0,1
27775,"0",77,1,0,2
27776,"0",4,0,0,1
27777,"1",30,0,0,1
27778,"1",0,0,0,1
27779,"0",5,1,8.17145253538739,26
27780,"0",66,1,0,1
27781,"1",37,1,0,1
27782,"1",104,1,0,1
27783,"1",1,0,0,2
27784,"0",0,0,0,1
27785,"1",0,0,0,2
27786,"0",3,0,0,1
27787,"0",0,0,7.40685643905157,42
27788,"0",4,0,0,2
27789,"0",6,1,0,1
27790,"1",1,1,5.43184250915303,16
27791,"0",2,0,0,2
27792,"0",0,0,0,1
27793,"1",32,0,0,1
27794,"1",2,1,0,1
27795,"0",2,0,0,1
27796,"0",6,0,0,2
27797,"1",24,0,0,1
27798,"0",42,0,0,1
27799,"1",17,0,0,1
27800,"0",28,1,0,1
27801,"1",7,0,9.59932915450764,42
27802,"1",1,0,0,1
27803,"0",23,1,0,1
27804,"0",49,0,0,1
27805,"0",0,0,4.36564315542336,4
27806,"0",64,0,6.64193906338097,13
27807,"0",0,0,0,1
27808,"0",0,0,0,1
27809,"1",7,0,7.0992925734494,18
27810,"0",13,1,0,1
27811,"1",2,1,2.69056488676119,4
27812,"1",30,1,6.27850266226376,13
27813,"0",1,1,0,1
27814,"0",20,0,7.66821525382271,33
27815,"0",0,0,0,2
27816,"1",14,1,0,1
27817,"0",5,0,0,2
27818,"0",18,1,0,1
27819,"0",1,1,0,1
27820,"0",0,0,0,2
27821,"1",16,0,0,1
27822,"0",1,0,0,1
27823,"1",31,1,4.63472898822964,2
27824,"0",3,0,0,1
27825,"0",0,0,7.48990385748143,3
27826,"1",61,0,0,1
27827,"0",6,0,0,2
27828,"0",18,0,0,2
27829,"0",39,1,0,1
27830,"1",1,0,5.19849703126583,2
27831,"0",4,1,0,1
27832,"1",7,0,0,1
27833,"1",7,0,0,1
27834,"1",26,0,0,2
27835,"0",15,0,0,1
27836,"1",1,0,0,1
27837,"0",8,0,0,2
27838,"0",2,0,0,1
27839,"0",8,0,0,1
27840,"1",0,0,8.8174829519071,20
27841,"1",7,0,0,2
27842,"0",2,1,0,2
27843,"0",11,0,0,1
27844,"0",1,1,0,1
27845,"1",0,0,0,2
27846,"0",12,0,0,1
27847,"1",17,0,0,1
27848,"0",0,0,0,1
27849,"1",39,1,0,1
27850,"0",70,7,0,2
27851,"0",24,1,0,1
27852,"1",22,0,0,1
27853,"1",6,0,0,1
27854,"0",27,1,0,1
27855,"0",32,1,0,2
27856,"0",33,0,0,1
27857,"0",1,1,0,1
27858,"0",20,0,0,1
27859,"0",6,0,0,1
27860,"0",10,1,0,1
27861,"1",1,0,0,1
27862,"0",12,0,0,1
27863,"0",3,0,0,1
27864,"0",35,0,0,2
27865,"1",0,0,8.6866203043731,16
27866,"0",10,0,0,15
27867,"0",2,0,0,2
27868,"1",4,0,6.62220426753931,7
27869,"1",15,0,0,1
27870,"1",7,0,6.04158715651119,10
27871,"0",8,0,0,1
27872,"0",20,0,0,1
27873,"1",21,0,7.65646014846077,16
27874,"1",7,0,0,2
27875,"0",64,0,8.52435548087563,9
27876,"0",1,1,0,2
27877,"0",38,1,0,1
27878,"1",25,1,4.87641795197645,5
27879,"1",10,0,0,1
27880,"1",1,1,7.3664893951363,54
27881,"1",15,1,0,1
27882,"0",45,0,0,1
27883,"0",23,0,0,1
27884,"1",6,0,0,2
27885,"1",21,0,0,2
27886,"0",1,1,0,1
27887,"1",16,1,0,1
27888,"0",0,0,0,1
27889,"1",57,1,0,3
27890,"1",2,0,0,1
27891,"1",0,0,0,1
27892,"0",0,0,0,1
27893,"1",6,1,0,1
27894,"1",16,1,0,2
27895,"0",4,0,0,1
27896,"0",3,1,0,1
27897,"1",29,0,0,1
27898,"1",1,1,0,1
27899,"0",41,0,0,1
27900,"0",26,0,0,1
27901,"1",16,1,0,1
27902,"0",9,0,0,1
27903,"0",0,0,5.67332326717149,2
27904,"1",4,0,0,2
27905,"0",0,0,3.90962012081184,3
27906,"1",27,0,0,4
27907,"1",0,0,0,1
27908,"0",19,0,0,1
27909,"0",18,1,6.87385717557637,5
27910,"1",0,0,3.96745771231625,2
27911,"1",22,0,0,1
27912,"1",16,1,0,1
27913,"0",3,0,0,1
27914,"1",9,1,0,1
27915,"0",2,0,0,1
27916,"1",87,1,6.39245298318907,3
27917,"0",5,0,0,1
27918,"1",2,1,0,9
27919,"0",31,0,0,7
27920,"0",0,0,0,2
27921,"1",32,0,0,1
27922,"1",26,2,0,1
27923,"1",6,0,0,6
27924,"1",8,0,0,1
27925,"0",11,1,0,5
27926,"0",30,0,0,1
27927,"1",13,0,0,2
27928,"0",1,0,0,1
27929,"1",1,1,0,1
27930,"0",89,0,7.32693261004378,4
27931,"0",14,0,0,1
27932,"1",2,0,0,2
27933,"0",8,0,0,1
27934,"1",20,0,0,1
27935,"1",1,0,7.14793685528506,23
27936,"0",37,0,0,1
27937,"0",50,0,0,1
27938,"1",1,0,0,1
27939,"0",1,0,0,1
27940,"1",20,1,0,1
27941,"1",0,0,0,1
27942,"0",0,0,0,2
27943,"1",19,1,0,1
27944,"1",5,0,10.3764112891154,18
27945,"0",0,0,0,1
27946,"0",5,1,5.74655456650007,13
27947,"1",3,0,0,1
27948,"1",8,0,0,2
27949,"1",8,0,0,2
27950,"0",5,0,0,1
27951,"1",0,0,0,1
27952,"1",0,0,0,1
27953,"1",1,0,0,1
27954,"1",14,0,0,1
27955,"0",1,1,7.60319483005193,12
27956,"0",0,0,0,1
27957,"1",47,1,0,1
27958,"1",23,0,0,2
27959,"0",49,0,0,1
27960,"0",19,0,0,1
27961,"1",1,0,0,2
27962,"0",42,2,6.83088503372394,2
27963,"1",10,0,8.01138827610711,10
27964,"0",1,1,8.28448908327709,5
27965,"0",0,0,0,1
27966,"1",10,0,0,2
27967,"0",16,0,0,1
27968,"1",19,0,0,2
27969,"0",1,0,0,2
27970,"1",30,1,0,2
27971,"1",13,1,0,2
27972,"0",37,0,0,2
27973,"1",0,0,0,1
27974,"0",12,0,0,1
27975,"0",12,1,0,1
27976,"1",15,0,0,1
27977,"0",15,0,0,1
27978,"0",0,0,0,1
27979,"1",37,1,7.59703499051559,38
27980,"0",60,0,0,2
27981,"0",21,0,0,2
27982,"0",2,1,0,2
27983,"0",54,0,7.70055773120204,20
27984,"1",0,0,0,2
27985,"0",1,1,0,1
27986,"0",0,0,0,1
27987,"1",0,0,0,1
27988,"0",7,0,0,1
27989,"0",0,0,0,2
27990,"1",12,0,0,2
27991,"1",1,1,6.21144309507904,18
27992,"0",2,0,0,1
27993,"1",12,1,0,1
27994,"0",7,0,0,1
27995,"1",1,0,0,1
27996,"1",0,0,0,1
27997,"0",7,1,0,1
27998,"0",4,0,0,1
27999,"1",93,1,4.29428772036588,15
28000,"1",2,0,0,1
28001,"0",1,1,9.28009681853214,11
28002,"0",9,0,0,2
28003,"0",8,0,0,1
28004,"0",4,0,0,1
28005,"0",59,0,0,1
28006,"0",0,0,0,1
28007,"0",2,0,0,2
28008,"1",0,0,0,2
28009,"0",12,0,0,2
28010,"0",21,1,0,1
28011,"0",33,0,0,1
28012,"0",2,0,0,1
28013,"0",1,1,0,1
28014,"1",25,0,6.62140565176413,2
28015,"0",14,1,9.78625461554772,84
28016,"0",10,0,7.83834331555712,3
28017,"0",28,1,0,1
28018,"1",1,1,0,1
28019,"0",3,0,0,1
28020,"1",1,1,0,1
28021,"1",3,0,0,1
28022,"1",27,3,7.59696973651437,9
28023,"0",18,1,0,1
28024,"1",5,1,5.65389170504274,4
28025,"0",0,0,0,1
28026,"0",63,2,0,1
28027,"0",10,2,0,2
28028,"0",39,0,0,2
28029,"1",0,0,8.1841064176432,229
28030,"0",20,0,0,1
28031,"0",8,1,0,1
28032,"0",53,1,0,1
28033,"0",0,0,0,1
28034,"1",76,1,7.84986969086575,16
28035,"1",0,0,0,1
28036,"0",13,3,6.46153067440067,25
28037,"1",3,0,0,1
28038,"0",29,1,0,1
28039,"1",12,2,4.21449516335256,2
28040,"0",16,0,0,2
28041,"1",48,1,0,1
28042,"0",0,0,6.17949892130862,9
28043,"1",33,1,5.40815783222757,5
28044,"0",4,0,0,1
28045,"1",37,0,0,1
28046,"1",7,0,0,1
28047,"0",0,0,0,1
28048,"0",18,0,0,1
28049,"0",18,0,0,1
28050,"0",14,1,8.4803092658469,54
28051,"1",7,0,0,2
28052,"1",7,1,7.7654800186072,19
28053,"1",0,0,0,1
28054,"0",1,0,8.13317935084978,9
28055,"0",5,1,0,2
28056,"1",5,0,6.59657254994476,13
28057,"0",11,0,0,1
28058,"0",0,0,0,1
28059,"1",23,1,0,2
28060,"1",5,0,0,1
28061,"1",6,0,0,1
28062,"1",0,0,0,1
28063,"1",27,1,6.89539925677255,3
28064,"0",41,2,4.01692341525352,3
28065,"0",3,1,0,1
28066,"1",8,1,4.72721081189712,6
28067,"0",2,0,0,2
28068,"1",13,0,0,1
28069,"0",8,0,0,1
28070,"0",5,1,0,1
28071,"1",3,0,0,1
28072,"1",77,0,0,1
28073,"1",12,0,0,1
28074,"0",1,1,5.01780949784426,3
28075,"1",4,1,8.17960913695457,25
28076,"1",132,0,0,1
28077,"0",0,0,0,1
28078,"0",41,0,0,1
28079,"1",2,0,0,1
28080,"0",22,0,0,1
28081,"0",6,2,6.8364525990833,5
28082,"1",0,0,0,1
28083,"1",28,0,4.39346101229954,7
28084,"1",2,0,0,1
28085,"1",17,0,6.77226768853539,28
28086,"1",6,0,0,1
28087,"0",0,0,0,1
28088,"0",14,0,0,1
28089,"1",31,0,0,1
28090,"0",33,0,0,1
28091,"1",0,0,0,1
28092,"0",2,1,8.52405559119704,56
28093,"0",22,0,0,1
28094,"1",0,0,0,2
28095,"0",0,0,8.11430675567281,208
28096,"0",12,0,0,1
28097,"0",21,0,0,1
28098,"1",1,0,0,1
28099,"0",74,2,0,1
28100,"0",51,1,5.30663269815175,8
28101,"1",0,0,0,2
28102,"1",19,1,3.93182563272433,4
28103,"0",1,1,0,1
28104,"0",1,0,0,1
28105,"1",21,0,0,1
28106,"1",19,0,3.35968070145922,2
28107,"1",3,0,0,1
28108,"0",9,0,0,1
28109,"1",3,1,0,1
28110,"1",46,0,8.34909401538073,165
28111,"1",164,1,6.74803243678636,7
28112,"1",1,0,0,1
28113,"1",1,0,0,1
28114,"1",8,0,0,1
28115,"1",0,0,0,1
28116,"1",0,0,0,1
28117,"1",30,0,0,1
28118,"1",0,0,0,1
28119,"0",0,0,0,1
28120,"1",7,0,0,1
28121,"0",59,1,0,5
28122,"0",12,0,0,1
28123,"1",0,0,0,1
28124,"0",20,0,0,4
28125,"1",152,1,3.51986891137965,2
28126,"1",33,1,7.81251983901767,64
28127,"0",10,0,0,1
28128,"0",3,0,0,1
28129,"1",22,1,0,1
28130,"0",0,0,0,1
28131,"0",0,0,0,2
28132,"1",1,0,0,1
28133,"0",23,0,0,2
28134,"0",2,0,0,1
28135,"0",0,0,0,1
28136,"1",16,0,0,1
28137,"1",11,1,0,1
28138,"1",0,0,0,1
28139,"1",9,0,0,1
28140,"0",1,0,0,1
28141,"0",11,0,0,1
28142,"0",12,1,0,1
28143,"1",0,0,0,2
28144,"0",1,0,0,2
28145,"0",45,0,0,1
28146,"0",6,1,6.95099674422115,14
28147,"1",20,3,0,1
28148,"1",3,1,0,2
28149,"0",16,0,0,1
28150,"1",1,1,0,1
28151,"1",0,0,3.25809653802148,2
28152,"0",1,1,0,1
28153,"1",9,0,0,1
28154,"0",26,0,0,1
28155,"1",4,1,0,3
28156,"0",12,0,0,1
28157,"0",0,0,0,1
28158,"1",6,0,0,1
28159,"1",34,1,0,1
28160,"1",0,0,0,1
28161,"0",2,0,0,2
28162,"1",0,0,0,1
28163,"1",0,0,0,1
28164,"0",4,0,0,2
28165,"0",0,0,0,1
28166,"0",35,5,0,1
28167,"0",13,0,0,1
28168,"1",8,0,0,1
28169,"1",15,1,0,1
28170,"0",36,0,0,1
28171,"1",8,0,0,2
28172,"1",31,0,5.34065820703756,27
28173,"0",3,0,0,3
28174,"1",39,0,7.65337156239585,15
28175,"0",7,0,3.28353933819392,15
28176,"0",19,1,10.8062548536318,62
28177,"1",9,0,5.82346001090882,12
28178,"1",9,1,0,1
28179,"1",9,0,0,1
28180,"0",25,1,0,1
28181,"0",19,0,6.16866886648075,15
28182,"0",14,0,7.4020185002491,14
28183,"0",7,0,0,1
28184,"1",44,0,0,1
28185,"0",1,0,0,1
28186,"1",12,0,0,1
28187,"0",1,0,0,1
28188,"1",0,0,5.87644643552372,4
28189,"1",42,0,0,1
28190,"0",1,0,3.04452243772342,3
28191,"1",11,0,0,2
28192,"1",31,0,8.19869995951756,17
28193,"0",27,1,9.86501539914207,41
28194,"0",31,0,9.82272425196455,8
28195,"1",6,0,0,1
28196,"1",10,1,0,1
28197,"1",1,1,0,1
28198,"0",18,1,0,1
28199,"1",0,0,0,1
28200,"1",375,1,9.07292487454465,18
28201,"1",0,0,0,1
28202,"1",0,0,0,1
28203,"0",9,0,5.30330490805908,3
28204,"1",4,0,0,1
28205,"1",14,0,2.39789527279837,3
28206,"0",132,0,4.16402608542291,2
28207,"1",1,1,8.16268161998451,70
28208,"1",13,0,0,1
28209,"1",1,1,0,1
28210,"1",0,0,0,4
28211,"0",1,0,0,3
28212,"1",0,0,0,1
28213,"1",7,0,0,2
28214,"0",18,1,0,1
28215,"0",7,0,0,1
28216,"1",8,1,0,1
28217,"0",1,0,0,1
28218,"0",0,0,8.34917919163648,3
28219,"0",63,1,9.55428036961634,37
28220,"0",0,0,0,1
28221,"1",1,1,5.62040086571715,2
28222,"1",1,1,0,1
28223,"1",0,0,0,1
28224,"0",0,0,0,1
28225,"0",83,0,0,1
28226,"1",23,1,0,1
28227,"1",14,1,0,1
28228,"1",2,0,0,1
28229,"0",1,0,0,1
28230,"1",11,0,8.91890058147039,14
28231,"1",7,0,0,1
28232,"1",12,0,0,1
28233,"1",3,0,0,2
28234,"0",31,0,0,1
28235,"1",7,1,0,1
28236,"0",5,0,0,3
28237,"1",15,0,6.38993860802729,3
28238,"0",55,1,0,1
28239,"1",2,0,6.07403482700862,11
28240,"0",9,0,0,1
28241,"1",3,0,4.76856373289653,3
28242,"0",9,0,0,1
28243,"1",34,0,6.44065941807747,9
28244,"1",46,0,0,1
28245,"1",5,0,0,1
28246,"0",1,1,9.90586322838228,19
28247,"1",5,0,0,1
28248,"0",35,0,0,1
28249,"0",2,0,0,1
28250,"1",28,1,0,1
28251,"0",0,0,0,1
28252,"1",0,0,0,1
28253,"0",5,1,0,1
28254,"1",3,0,9.39931888863026,36
28255,"0",14,0,0,1
28256,"1",27,0,5.52134091066167,16
28257,"1",0,0,0,1
28258,"1",0,0,0,1
28259,"1",6,1,0,1
28260,"1",0,0,0,1
28261,"0",0,0,8.18659248358361,39
28262,"1",0,0,0,1
28263,"1",1,0,3.85629885665578,4
28264,"1",7,0,7.87763227437967,39
28265,"1",12,0,0,2
28266,"1",9,0,0,2
28267,"1",71,2,0,1
28268,"1",2,1,8.01718550881939,13
28269,"0",79,0,5.00394630594546,6
28270,"0",1,0,0,1
28271,"0",33,0,0,1
28272,"0",0,0,0,1
28273,"0",22,0,0,1
28274,"0",37,1,3.25809653802148,4
28275,"0",3,0,0,1
28276,"1",0,0,0,1
28277,"1",0,0,0,2
28278,"1",5,1,0,1
28279,"0",14,1,0,1
28280,"0",9,0,0,1
28281,"0",0,0,6.81351053140328,3
28282,"0",2,1,9.7097850780875,35
28283,"0",6,1,0,1
28284,"0",26,1,3.97029191355212,2
28285,"1",10,0,6.32260114592539,24
28286,"1",3,0,9.2290571157966,43
28287,"0",32,0,0,1
28288,"0",16,0,0,1
28289,"0",0,0,0,2
28290,"0",0,0,0,1
28291,"1",25,0,0,1
28292,"0",28,4,0,32
28293,"0",5,0,0,1
28294,"1",5,1,0,1
28295,"0",15,1,0,1
28296,"0",0,0,0,1
28297,"1",28,2,0,1
28298,"0",7,1,0,1
28299,"1",0,0,8.15509499677329,24
28300,"1",105,0,8.27456861108758,4
28301,"0",8,0,0,1
28302,"0",7,0,0,1
28303,"0",63,0,0,1
28304,"1",17,0,0,1
28305,"0",38,0,6.30411968062566,2
28306,"0",0,0,0,1
28307,"1",12,0,0,1
28308,"1",0,0,0,1
28309,"0",1,0,0,1
28310,"1",0,0,0,1
28311,"0",0,0,0,1
28312,"0",19,0,0,6
28313,"1",1,0,0,1
28314,"1",18,1,0,1
28315,"1",0,0,0,2
28316,"0",2,1,8.2695238261,10
28317,"1",31,0,0,3
28318,"1",0,0,0,1
28319,"1",9,1,0,1
28320,"0",5,1,0,1
28321,"1",0,0,0,1
28322,"0",2,2,0,1
28323,"1",10,0,0,1
28324,"0",12,0,0,1
28325,"1",36,0,0,1
28326,"1",26,0,0,4
28327,"1",26,1,0,1
28328,"0",44,0,0,1
28329,"1",50,0,0,1
28330,"0",1,1,0,1
28331,"0",26,0,0,1
28332,"1",11,0,0,1
28333,"0",5,1,0,1
28334,"0",0,0,5.4743693103284,2
28335,"1",52,0,0,1
28336,"0",3,0,0,1
28337,"1",8,1,0,1
28338,"0",7,0,0,1
28339,"0",1,0,0,1
28340,"0",0,0,0,1
28341,"0",0,0,0,2
28342,"1",0,0,0,1
28343,"1",1,0,0,1
28344,"1",0,0,0,1
28345,"1",1,0,0,1
28346,"1",20,1,4.57378271274646,5
28347,"1",0,0,0,1
28348,"0",10,0,0,1
28349,"0",6,0,0,1
28350,"0",0,0,0,1
28351,"1",1,0,8.05631262023481,12
28352,"0",0,0,0,1
28353,"0",21,0,0,1
28354,"0",6,2,11.7480213022835,69
28355,"1",2,0,0,1
28356,"1",96,0,11.8287229441003,6
28357,"1",48,0,0,1
28358,"0",25,6,0,1
28359,"0",24,0,7.068069780513,8
28360,"0",14,1,0,1
28361,"0",1,1,0,1
28362,"0",11,1,0,1
28363,"0",1,1,0,1
28364,"0",24,0,0,1
28365,"0",41,0,0,1
28366,"0",4,1,0,1
28367,"0",0,0,0,1
28368,"0",2,1,0,1
28369,"0",21,0,0,1
28370,"0",11,1,3.52959059643055,2
28371,"0",7,0,0,2
28372,"0",1,0,0,1
28373,"0",1,1,0,1
28374,"0",1,0,0,1
28375,"0",0,0,0,1
28376,"0",31,0,9.48820011288253,23
28377,"0",0,0,0,1
28378,"0",76,0,0,1
28379,"0",34,0,0,1
28380,"1",0,0,10.2794074683101,42
28381,"1",0,0,0,1
28382,"1",7,0,0,1
28383,"0",3,0,0,2
28384,"0",37,0,6.81425745586682,6
28385,"1",11,0,0,1
28386,"1",13,0,4.9873666671569,14
28387,"0",81,1,0,1
28388,"0",0,0,0,1
28389,"0",72,0,8.11086571157243,12
28390,"1",6,1,0,1
28391,"0",0,0,5.32383890377811,2
28392,"1",83,0,0,2
28393,"0",3,0,0,1
28394,"1",0,0,0,1
28395,"0",227,0,0,1
28396,"0",11,0,0,1
28397,"1",5,1,0,1
28398,"0",24,1,0,1
28399,"0",2,1,0,1
28400,"0",54,0,0,1
28401,"1",21,0,0,1
28402,"0",1,1,0,1
28403,"0",6,0,0,1
28404,"1",9,1,0,1
28405,"0",2,1,0,3
28406,"0",18,1,0,1
28407,"1",88,1,7.31534479560241,6
28408,"0",28,0,0,1
28409,"0",3,1,0,1
28410,"0",6,0,6.2803958389602,5
28411,"1",0,0,0,2
28412,"1",0,0,0,7
28413,"1",3,0,5.22111229563906,2
28414,"0",67,0,0,1
28415,"0",33,0,0,1
28416,"0",7,0,0,1
28417,"0",8,0,0,1
28418,"0",4,0,0,1
28419,"1",83,0,0,1
28420,"0",23,0,0,1
28421,"1",1,0,0,2
28422,"0",4,1,0,1
28423,"1",20,1,3.8177123259569,2
28424,"0",4,0,8.00670084544037,2
28425,"0",7,0,0,1
28426,"1",7,1,7.44507871425434,5
28427,"0",3,1,0,1
28428,"1",0,0,0,4
28429,"1",11,0,0,3
28430,"0",13,1,0,1
28431,"1",1,1,0,1
28432,"1",6,0,0,1
28433,"0",1,0,0,1
28434,"0",35,1,0,6
28435,"1",22,0,0,1
28436,"1",6,0,0,1
28437,"1",49,1,0.00995033085316809,3
28438,"1",196,0,0,1
28439,"1",0,0,0,1
28440,"0",1,1,0,1
28441,"0",20,1,0,1
28442,"1",4,0,0,4
28443,"1",61,0,0,1
28444,"1",62,0,0,4
28445,"0",6,0,0,1
28446,"0",1,0,5.12199776194972,4
28447,"0",1,0,0,1
28448,"1",20,0,0,2
28449,"1",79,0,3.89182029811063,4
28450,"0",3,0,7.13902571750796,7
28451,"1",22,0,0,1
28452,"1",0,0,7.92755882055633,14
28453,"0",14,0,0,1
28454,"1",5,0,5.66950154067933,5
28455,"0",1,1,0,1
28456,"0",0,0,0,1
28457,"1",32,0,0,1
28458,"1",4,1,0,1
28459,"0",7,0,0,1
28460,"0",4,0,5.73531344093555,3
28461,"0",0,0,5.04716006877863,14
28462,"1",40,1,0,1
28463,"1",1,1,0,1
28464,"1",27,1,6.74641212857337,2
28465,"0",5,0,0,2
28466,"0",3,3,0,1
28467,"0",10,0,0,1
28468,"1",68,0,0,1
28469,"1",19,1,0,1
28470,"0",3,0,0,2
28471,"0",26,0,0,2
28472,"0",17,0,0,1
28473,"0",0,0,0,7
28474,"1",8,1,0,3
28475,"1",0,0,0,1
28476,"1",0,0,0,1
28477,"0",0,0,0,3
28478,"1",1,1,0,1
28479,"1",4,0,0,2
28480,"1",49,0,0,1
28481,"0",23,0,0,1
28482,"0",16,1,0,1
28483,"1",11,1,0,1
28484,"1",26,1,0,1
28485,"0",49,0,0,1
28486,"0",5,0,0,1
28487,"0",0,0,0,1
28488,"1",76,0,0,1
28489,"0",8,0,0,1
28490,"0",0,0,0,1
28491,"0",1,1,5.23110861685459,2
28492,"1",0,0,0,1
28493,"1",0,0,0,3
28494,"1",12,0,0,1
28495,"1",5,0,0,1
28496,"0",115,0,0,1
28497,"0",11,0,0,1
28498,"1",2,0,0,1
28499,"0",15,1,0,1
28500,"1",0,0,0,1
28501,"0",1,0,0,1
28502,"0",0,0,8.08164818531972,14
28503,"0",70,0,0,1
28504,"0",0,0,6.0042820508186,17
28505,"1",1,0,0,1
28506,"0",140,1,10.5217705520115,30
28507,"0",0,0,0,1
28508,"1",9,1,5.40815783222757,3
28509,"0",10,0,0,1
28510,"0",12,0,0,1
28511,"1",7,1,10.2580210552254,33
28512,"0",0,0,0,1
28513,"1",0,0,0,1
28514,"1",4,0,0,2
28515,"1",11,2,0,5
28516,"0",0,0,0,1
28517,"0",0,0,8.0645138267437,6
28518,"0",6,1,0,2
28519,"0",26,1,7.42712628672944,12
28520,"0",15,0,0,1
28521,"1",16,0,0,2
28522,"1",28,1,10.0234819191747,7
28523,"1",8,1,5.26129024571096,5
28524,"1",101,1,8.03588753418624,5
28525,"1",17,0,0,1
28526,"1",13,1,2.35137525716348,2
28527,"1",1,1,4.03530202158832,2
28528,"0",11,0,0,1
28529,"0",6,0,4.84583926416812,11
28530,"1",40,1,7.73090826959762,11
28531,"0",187,0,7.29700970104232,29
28532,"1",91,1,9.22427384866997,25
28533,"0",11,0,0,1
28534,"0",22,2,3.75067985501938,6
28535,"0",0,0,7.45713023673069,2
28536,"0",43,0,0,2
28537,"0",1,0,11.14108423499,21
28538,"1",0,0,7.28950130046971,9
28539,"1",0,0,3.93182563272433,2
28540,"0",73,0,1.09861228866811,8
28541,"1",1,0,0,2
28542,"0",3,1,4.65186291398007,8
28543,"1",5,0,0,2
28544,"0",35,0,5.6970934865054,2
28545,"1",38,1,0,1
28546,"0",52,1,7.76335288669363,20
28547,"1",1,0,0,1
28548,"0",1,1,6.71240927106543,12
28549,"1",1,1,9.73140955092762,24
28550,"0",1,1,8.83114809067662,27
28551,"0",1,1,0,1
28552,"1",3,0,0,1
28553,"0",7,1,11.0443692676893,5
28554,"0",24,1,11.3155980412085,129
28555,"1",10,1,4.7194805321655,5
28556,"1",0,0,5.25227342804663,3
28557,"0",0,0,7.49018875219801,57
28558,"0",13,1,6.0865246956571,18
28559,"1",199,1,8.37146428204946,9
28560,"1",1,1,6.47849428110749,3
28561,"0",3,0,0,1
28562,"0",20,0,0,2
28563,"0",6,1,0,2
28564,"0",55,0,0,1
28565,"1",1,0,7.99717208516069,9
28566,"0",6,1,0,2
28567,"1",57,0,0,1
28568,"1",20,0,7.65324345489925,16
28569,"1",4,0,0,2
28570,"1",34,0,5.54724561683597,3
28571,"0",0,0,9.02039341558069,25
28572,"0",3,0,6.76523503599105,3
28573,"0",6,1,8.49930820427231,101
28574,"1",1,0,0,2
28575,"1",1,1,6.88915333058248,5
28576,"0",1,1,0,1
28577,"1",2,0,8.32048220151777,5
28578,"1",60,0,8.23441640170262,7
28579,"1",100,1,5.3686826292086,2
28580,"0",1,0,0,5
28581,"0",0,0,5.75574221358691,4
28582,"1",8,2,0,1
28583,"0",47,1,6.18468482977083,7
28584,"0",1,1,0,1
28585,"0",124,0,0,2
28586,"1",14,1,0,2
28587,"1",10,0,0,2
28588,"0",1,1,3.71357206670431,2
28589,"1",67,0,7.45769007121899,15
28590,"1",1,0,0,1
28591,"0",10,0,0,5
28592,"1",0,0,6.95751640019161,2
28593,"0",0,0,0,1
28594,"0",17,0,5.45343900341534,12
28595,"0",40,0,0,1
28596,"0",3,0,0,4
28597,"0",56,0,0,1
28598,"0",17,0,0,2
28599,"1",24,7,0,1
28600,"0",43,0,10.8768938862227,87
28601,"1",1,0,9.27268774429956,23
28602,"1",23,0,7.39445622885004,42
28603,"0",2,0,6.4173693344536,12
28604,"1",0,0,0,2
28605,"1",47,1,9.06299514907253,11
28606,"1",1,0,5.81248739156442,15
28607,"1",1,0,0,1
28608,"1",46,1,10.4157969749283,12
28609,"0",15,0,5.01727983681492,3
28610,"1",245,1,3.80888224650863,17
28611,"0",9,0,0,3
28612,"0",93,3,8.52225237215217,5
28613,"1",13,1,0,1
28614,"0",57,0,0,1
28615,"1",36,0,5.69224955884248,41
28616,"0",10,3,0,1
28617,"1",36,0,0,4
28618,"1",0,0,6.99433656349526,7
28619,"0",0,0,1.79175946922805,3
28620,"1",4,0,0,2
28621,"1",9,0,5.08140436498446,2
28622,"0",21,1,5.09528276815654,2
28623,"0",69,1,4.85592890433527,4
28624,"1",12,1,0,2
28625,"0",7,0,9.07838031558457,49
28626,"1",19,1,5.46455188468906,3
28627,"0",1,0,0,3
28628,"0",9,1,0,1
28629,"0",0,0,6.43667907473343,6
28630,"1",3,0,0,1
28631,"1",0,0,0,2
28632,"0",3,1,5.62887931462952,4
28633,"1",24,0,0,1
